UACE,NAME,POP,HU,AREALAND,AREALANDSQMI,AREAWATER,AREAWATERSQMI,POPDEN,LSADC
75988,"Rocky Mount, NC",68243,31027,119048629,45.96,291478,0.11,1484.7,75
76204,"Rome, GA",60851,25666,123454432,47.67,1847261,0.71,1276.6,75
76474,"Round Lake Beach--McHenry--Grayslake, IL--WI",290373,114191,395232476,152.6,48861633,18.87,1902.8,75
77068,"Sacramento, CA",1723634,676840,1219827292,470.98,12813910,4.95,3659.7,75
77149,"Saginaw, MI",126265,56761,184448895,71.22,2883990,1.11,1773,75
77230,"St. Augustine, FL",69173,38793,111522906,43.06,9260823,3.58,1606.5,75
77338,"St. Cloud, MN",110621,45299,130134021,50.25,3168473,1.22,2201.6,75
77446,"St. George, UT",98370,40320,116272865,44.89,117028,0.05,2191.2,75
77743,"St. Joseph, MO--KS",81176,35012,108380649,41.85,338070,0.13,1939.9,75
77770,"St. Louis, MO--IL",2150706,956440,2392205874,923.64,29198581,11.27,2328.5,75
78229,"Salem, OR",236632,92623,196635313,75.92,1001928,0.39,3116.8,75
78310,"Salinas, CA",184809,53687,126771595,48.95,405991,0.16,3775.7,75
78364,"Salisbury, MD--DE",98081,40463,183109755,70.7,5376520,2.08,1387.3,75
78499,"Salt Lake City--West Valley City, UT",1021243,359700,719719000,277.89,543186,0.21,3675.1,75
78553,"San Angelo, TX",92984,39444,120890423,46.68,2046854,0.79,1992.1,75
78580,"San Antonio, TX",1758210,681843,1546484874,597.1,10226444,3.95,2944.6,75
78661,"San Diego, CA",2956746,1112289,1896936256,732.41,73910863,28.54,4037,75
78904,"San Francisco--Oakland, CA",3281212,1338437,1356171095,523.62,24162411,9.33,6266.4,75
78985,"San Germ†n--Cabo Rojo--Sabana Grande, PR",118199,56874,247298737,95.48,1648066,0.64,1237.9,75
79039,"San Jose, CA",1664496,593475,740693828,285.98,1122773,0.43,5820.3,75
79093,"San Juan, PR",2148346,931029,2244716395,866.69,24716022,9.54,2478.8,75
79147,"San Luis Obispo, CA",59219,21269,52871483,20.41,31079,0.01,2900.9,75
79201,"San Marcos, TX",52826,20359,68852833,26.58,476965,0.18,1987.1,75
79282,"Santa Barbara, CA",195861,76684,144647994,55.85,891426,0.34,3507,75
79309,"Santa Clarita, CA",258653,86471,198729334,76.73,185800,0.07,3371,75
79336,"Santa Cruz, CA",163703,71480,151130218,58.35,426250,0.16,2805.5,75
79363,"Santa Fe, NM",89284,44652,137492829,53.09,433534,0.17,1681.9,75
79417,"Santa Maria, CA",130447,39821,75438971,29.13,204075,0.08,4478.5,75
79498,"Santa Rosa, CA",308231,122312,253792769,97.99,596857,0.23,3145.5,75
79606,"Sarasota--Bradenton, FL",643260,380647,846114192,326.69,105908583,40.89,1969,75
79633,"Saratoga Springs, NY",64100,28930,117800657,45.48,1653629,0.64,1409.3,75
79768,"Savannah, GA",260677,114289,428626255,165.49,14710552,5.68,1575.1,75
80227,"Scranton, PA",381502,175920,442332402,170.79,8084220,3.12,2233.8,75
80362,"Seaside--Monterey, CA",114237,51292,100217840,38.69,605116,0.23,2952.3,75
80389,"Seattle, WA",3059393,1309501,2616697301,1010.31,173839079,67.12,3028.2,75
80400,"Sebastian--Vero Beach South--Florida Ridge, FL",149422,87601,250327416,96.65,25871586,9.99,1546,75
80416,"Sebring--Avon Park, FL",61625,33936,119581009,46.17,10043851,3.88,1334.7,75
81118,"Sheboygan, WI",71313,32081,86596291,33.44,1018428,0.39,2132.9,75
81631,"Sherman, TX",61900,27041,93053643,35.93,481885,0.19,1722.9,75
81739,"Shreveport, LA",298317,129646,479745451,185.23,6704720,2.59,1610.5,75
81901,"Sierra Vista, AZ",52745,22533,78423935,30.28,50937,0.02,1741.9,75
82144,"Simi Valley, CA",125206,42896,81407696,31.43,1899735,0.73,3983.4,75
82225,"Sioux City, IA--NE--SD",106494,42096,140818781,54.37,2032912,0.78,1958.7,75
82252,"Sioux Falls, SD",156777,67365,166203165,64.17,1222271,0.47,2443.1,75
82468,"Slidell, LA",91151,36969,151785576,58.6,5425895,2.09,1555.4,75
83116,"South Bend, IN--MI",278165,121210,417195945,161.08,8408882,3.25,1726.9,75
83332,"South Lyon--Howell, MI",119509,51131,266214195,102.79,24178017,9.34,1162.7,75
83548,"Spartanburg, SC",180786,78962,492179513,190.03,7837873,3.03,951.3,75
83764,"Spokane, WA",387847,167877,425287244,164.2,5149716,1.99,2362,75
83899,"Springfield, IL",161316,75004,239148873,92.34,6319759,2.44,1747.1,75
83926,"Springfield, MA--CT",621300,250699,902757017,348.56,26890068,10.38,1782.5,75
83953,"Springfield, MO",273724,124529,368568325,142.31,1621632,0.63,1923.5,75
83980,"Springfield, OH",85256,39208,126814404,48.96,339648,0.13,1741.2,75
84024,"Spring Hill, FL",148220,71564,297790447,114.98,10513173,4.06,1289.1,75
84493,"State College, PA",87454,32177,74657391,28.83,0,0,3033.9,75
84630,"Staunton--Waynesboro, VA",56611,26187,98771608,38.14,476340,0.18,1484.5,75
85087,"Stockton, CA",370583,125027,239632615,92.52,4315919,1.67,4005.3,75
85708,"Sumter, SC",73107,31492,170128090,65.69,1236648,0.48,1113,75
86302,"Syracuse, NY",412317,178976,504876354,194.93,17319555,6.69,2115.2,75
86464,"Tallahassee, FL",240223,108924,327624728,126.5,10836543,4.18,1899,75
86599,"Tampa--St. Petersburg, FL",2441770,1187285,2478587543,956.99,211394181,81.62,2551.5,75
87058,"Temple, TX",90390,37507,140128424,54.1,504854,0.19,1670.7,75
87139,"Terre Haute, IN",92742,39770,138434878,53.45,907660,0.35,1735.1,75
87193,"Texarkana--Texarkana, TX--AR",78162,33663,166807820,64.4,757394,0.29,1213.6,75
87220,"Texas City, TX",106383,44706,196857613,76.01,3393013,1.31,1399.6,75
87490,"Thousand Oaks, CA",214811,78270,221766341,85.62,934283,0.36,2508.8,75
87787,"Titusville, FL",54386,27653,77878653,30.07,296280,0.11,1808.7,75
87868,"Toledo, OH--MI",507643,231383,622736691,240.44,16491448,6.37,2111.3,75
88084,"Topeka, KS",150003,68153,206127818,79.59,3381640,1.31,1884.8,75
88273,"Tracy, CA",87569,27534,57643799,22.26,132934,0.05,3934.6,75
88462,"Trenton, NJ",296668,116721,273396466,105.56,3494611,1.35,2810.4,75
88732,"Tucson, AZ",843168,375658,915465491,353.46,2164854,0.84,2385.4,75
88948,"Tulsa, OK",655479,288404,870011206,335.91,9220451,3.56,1951.3,75
89083,"Turlock, CA",99904,33244,66795061,25.79,0,0,3873.8,75
89110,"Tuscaloosa, AL",139114,61509,231842934,89.52,4272196,1.65,1554.1,75
89263,"Twin Rivers--Hightstown, NJ",64037,24317,91266061,35.24,826382,0.32,1817.3,75
89326,"Tyler, TX",130247,54087,233729730,90.24,2342410,0.9,1443.3,75
89650,"Uniontown--Connellsville, PA",51370,23947,100552791,38.82,497700,0.19,1323.2,75
89770,"Urban Honolulu, HI",802459,288351,440739747,170.17,12600112,4.86,4715.6,75
89785,"Utica, NY",117328,51480,161588817,62.39,1578374,0.61,1880.6,75
89866,"Vacaville, CA",93141,33141,70989514,27.41,120658,0.05,3398.2,75
89974,"Valdosta, GA",77085,30713,144297681,55.71,1997739,0.77,1383.6,75
90028,"Vallejo, CA",165074,62788,108808038,42.01,2767821,1.07,3929.3,75
90514,"Victoria, TX",63683,25854,75168848,29.02,125669,0.05,2194.2,75
90541,"Victorville--Hesperia, CA",328454,108654,432083781,166.83,2783559,1.07,1968.8,75
90658,"Villas, NJ",51291,47272,87740842,33.88,1255087,0.48,1514,75
90730,"Vineland, NJ",95259,36673,160320435,61.9,923304,0.36,1538.9,75
90892,"Virginia Beach, VA",1439666,581573,1334999348,515.45,189979138,73.35,2793,75
90946,"Visalia, CA",219454,73650,164291961,63.43,39512,0.02,3459.6,75
91027,"Waco, TX",172378,70081,233750303,90.25,1594494,0.62,1910,75
91261,"Waldorf, MD",109919,40731,176050965,67.97,656188,0.25,1617.1,75
91405,"Walla Walla, WA--OR",55805,22237,71659154,27.67,86346,0.03,2017,75
91783,"Warner Robins, GA",133109,55783,260588564,100.61,2391169,0.92,1323,75
92242,"Washington, DC--VA--MD",4586770,1829546,3423261150,1321.73,70051124,27.05,3470.3,75
92485,"Waterbury, CT",194535,81550,233763613,90.26,3911275,1.51,2155.4,75
92593,"Waterloo, IA",113418,48511,161179329,62.23,4994464,1.93,1822.5,75
92674,"Watertown, NY",57840,23133,106040717,40.94,2978979,1.15,1412.7,75
92890,"Watsonville, CA",73534,19897,59155386,22.84,939553,0.36,3219.5,75
93025,"Wausau, WI",74632,33318,121387810,46.87,8483189,3.28,1592.4,75
93592,"Weirton--Steubenville, WV--OH--PA",70889,33919,130810153,50.51,6133884,2.37,1403.6,75
93862,"Wenatchee, WA",67227,26689,81256350,31.37,4989001,1.93,2142.8,75
93916,"West Bend, WI",68444,29671,99682522,38.49,1490650,0.58,1778.3,75
94294,"Westminster--Eldersburg, MD",72714,27271,149446807,57.7,955675,0.37,1260.2,75
94726,"Wheeling, WV--OH",81249,40380,121753200,47.01,8476376,3.27,1728.4,75
95077,"Wichita, KS",472870,202022,556175274,214.74,12278337,4.74,2202.1,75
95104,"Wichita Falls, TX",99437,42916,130438073,50.36,3639201,1.41,1974.4,75
95411,"Williamsburg, VA",75689,33506,144832277,55.92,2025296,0.78,1353.5,75
95455,"Williamsport, PA",56142,25270,68629691,26.5,2269210,0.88,2118.7,75
95833,"Wilmington, NC",219957,108971,346461640,133.77,8088688,3.12,1644.3,75
96103,"Winchester, VA",69449,28591,96304695,37.18,342094,0.13,1867.7,75
96670,"Winston-Salem, NC",391024,174669,835485857,322.58,6576417,2.54,1212.2,75
96697,"Winter Haven, FL",201289,94666,348003481,134.36,80355472,31.03,1498.1,75
96994,"Woodland, CA",55513,19817,31593905,12.2,0,0,4550.8,75
97291,"Worcester, MA--CT",486514,201663,787645247,304.11,33522645,12.94,1599.8,75
97507,"Yakima, WA",129534,49379,154959204,59.83,542767,0.21,2165,75
97561,"Yauco, PR",90899,38358,120576522,46.55,104959,0.04,1952.5,75
97750,"York, PA",232045,95573,342425738,132.21,1163474,0.45,1755.1,75
97831,"Youngstown, OH--PA",387550,184476,624418937,241.09,4886636,1.89,1607.5,75
97939,"Yuba City, CA",116719,42057,100123895,38.66,977885,0.38,3019.3,75
98020,"Yuma, AZ--CA",135267,68224,152330995,58.82,579067,0.22,2299.9,75
98182,"Zephyrhills, FL",66609,37667,112650971,43.49,1590813,0.61,1531.4,75
